artist_name,track_name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
Key Glock,Gang Shit No Lame Shit,62,0.0394,0.828,0.434,0,F,0.0806,-10.609,Major,0.301,115.071,0.38,Rap
Wolfgang Amadeus Mozart,"Divertimento No. 10 in F Major, K. 247: VI. Andante - Allegro assai",11,0.92,0.435,0.123,0.48,F,0.728,-21.403,Major,0.0653,116.24,0.38,Classical
Xavier Wulf,Fort Woe,49,0.119,0.932,0.384,0,E,0.0969,-9.621,Major,0.305,120.005,0.38,Hip-Hop
Anthem Lights,The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me,58,0.733,0.319,0.408,0,A#,0.0918,-7.092,Major,0.0307,131.605,0.38,Rock
Travis Denning,David Ashley Parker From Powder Springs,63,0.131,0.555,0.895,0,F,0.0922,-4.787,Major,0.0472,138.076,0.38,Country
Future Islands,Ran,53,0.0025,0.465,0.701,0.0447,G,0.0683,-6.828,Minor,0.0337,144.931,0.38,Alternative
Future Islands,Ran,58,0.0025,0.465,0.701,0.0447,G,0.0683,-6.828,Minor,0.0337,144.931,0.38,Rock
The Avett Brothers,"Mama, I Don't Believe",46,0.0239,0.578,0.728,0,G,0.0868,-3.482,Major,0.0334,145.38,0.38,Country
Moneybagg Yo,Industry,48,0.182,0.632,0.565,0,F#,0.144,-9.57,Minor,0.184,146.017,0.38,Hip-Hop
OneRepublic,Secrets,76,0.098,0.515,0.767,0,D,0.121,-6.199,Major,0.0352,148.024,0.38,Rap
Party Favor,Baddest Things (feat. Bunji Garlin),39,0.0098,0.652,0.981,0,B,0.637,-1.744,Minor,0.332,150.006,0.38,Electronic
Sixx:A.M.,Stars,46,0.0006,0.497,0.952,0.0016,G,0.31,-4.399,Major,0.0474,156.968,0.38,Alternative
Kid Cudi,REVOFEV,58,0.15,0.608,0.544,0.0006,B,0.146,-6.465,Minor,0.0474,68.862,0.381,Rap
Academy of St. Martin in the Fields,"Te Deum, H.146 (1989 Digital Remaster): Te aeternum Patrem",28,0.984,0.495,0.0838,0.0043,D,0.184,-18.788,Major,0.0363,79.1,0.381,Classical
Brad Paisley,Two People Fell in Love,41,0.332,0.6,0.44,0,C,0.148,-10.79,Major,0.0291,80.334,0.381,Country
Hydrogenii,One for My Mother,36,0.105,0.772,0.423,0.879,C,0.0797,-9.898,Major,0.0748,90.008,0.381,Jazz
Gustavo Santaolalla,Coyita,46,0.792,0.723,0.33,0.904,D,0.0657,-10.445,Minor,0.0646,91.88,0.381,Classical
Antonio Vivaldi,"Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro",54,0.883,0.575,0.174,0.898,E,0.108,-14.423,Major,0.0424,113.134,0.381,Classical
Jeffrey McFadden,The Rider,35,0.994,0.493,0.178,0.93,G,0.119,-18.259,Minor,0.0632,114.7,0.381,Classical
empty_field,Watery,51,0.195,0.742,0.535,0,B,0.14,-7.049,Major,0.0725,120.911,0.381,Hip-Hop
Westerman,Confirmation,49,0.934,0.77,0.335,0.457,G#,0.0621,-12.704,Major,0.0387,121.988,0.381,Alternative
Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: I. Allegro (Cadenza by J. Fischer)",29,0.979,0.391,0.115,0.648,G,0.11,-19.173,Major,0.0411,129.623,0.381,Classical
empty_field,Sorry,55,0.0315,0.54,0.773,0,D,0.176,-3.627,Major,0.0288,130.952,0.381,Alternative
empty_field,Sorry,58,0.0315,0.54,0.773,0,D,0.176,-3.627,Major,0.0288,130.952,0.381,Rock
Frédéric Chopin,"Etude in F, Op.25 No. 3",44,0.986,0.228,0.284,0.929,C,0.0831,-18.893,Major,0.0318,131.487,0.381,Classical
The Jayhawks,Blue,51,0.288,0.516,0.583,0,E,0.298,-8.197,Major,0.0277,136.088,0.381,Country
Bibio,Dye the Water Green,34,0.87,0.32,0.314,0.901,A,0.0832,-12.946,Minor,0.0315,147.894,0.381,Electronic
Death Cab for Cutie,Cath...,53,0.0288,0.376,0.92,0.0142,A,0.132,-7.438,Major,0.0349,165.792,0.381,Rock
Patrick Sweany,Every Night Every Day,24,0.177,0.352,0.529,0.0092,F,0.0909,-6.465,Major,0.0377,176.704,0.381,Blues
Citizen Way,When I'm With You,58,0.0016,0.523,0.768,0,D,0.0682,-5.666,Major,0.0378,86.005,0.382,Rock
Narciso Yepes,Jeux interdits (Romance),25,0.979,0.146,0.0659,0.94,E,0.149,-31.137,Minor,0.0345,87.286,0.382,Classical
Atlantic Five Jazz Band,Fly Me To The Moon,36,0.991,0.39,0.289,0.893,C,0.126,-12.855,Minor,0.0358,88.855,0.382,Jazz
Hopsin,Ill Mind of Hopsin 4,52,0.36,0.81,0.609,0,D,0.157,-9.63,Major,0.359,91.117,0.382,Hip-Hop
Delfeayo Marsalis,Such Sweet Thunder,40,0.489,0.586,0.349,0.28,G,0.0711,-13.492,Major,0.0406,102.493,0.382,Jazz
Maren Morris,Common (feat. Brandi Carlile),67,0.591,0.46,0.737,0,B,0.0811,-5.332,Minor,0.0775,104.715,0.382,Country
Jimmy Durante,Look Ahead Little Girl,37,0.836,0.387,0.395,0.0007,C#,0.127,-10.494,Major,0.0385,112.906,0.382,Jazz
Omara Portuondo,Si Llego a Besarte,48,0.451,0.45,0.288,0.0007,G#,0.201,-14.854,Major,0.0381,112.976,0.382,Jazz
Randy Travis,I Won't Need You Anymore,36,0.344,0.574,0.254,0,G,0.39,-13.253,Major,0.0279,113.445,0.382,Country
Pete Molinari,So Long Gone,26,0.0828,0.374,0.556,0.0154,A,0.187,-5.985,Minor,0.0294,117.434,0.382,Blues
Jordan Davis,Sundowners,48,0.0864,0.57,0.727,0,F#,0.144,-4.921,Minor,0.0297,127.992,0.382,Country
Can't Swim,Your Clothes,43,0.0038,0.493,0.933,0.0039,C#,0.267,-3.406,Minor,0.0826,137.056,0.382,Alternative
The Black Keys,Lies,41,0.601,0.447,0.522,0.0345,G,0.149,-8.508,Minor,0.0325,138.782,0.382,Blues
Secondhand Serenade,Fall For You,61,0.19,0.387,0.442,0,C,0.0788,-7.086,Major,0.0352,169.481,0.382,Rock
Bad Meets Evil,Fast Lane,70,0.0464,0.637,0.861,0,C#,0.247,-3.781,Major,0.325,173.838,0.382,Hip-Hop
The Dead Weather,Will There Be Enough Water?,31,0.818,0.385,0.442,0.0701,G,0.113,-11.924,Major,0.0333,174.282,0.382,Blues
Spirit,Like A Rolling Stone,31,0.0025,0.318,0.691,0.195,E,0.125,-9.239,Major,0.0365,79.939,0.384,Blues
Kevin Gates,Ain't Too Hard,52,0.369,0.535,0.637,0,F#,0.084,-6.799,Major,0.311,80.775,0.384,Rap
Flosstradamus,From The Back,34,0.0466,0.537,0.797,0,B,0.865,-5.328,Major,0.321,84.444,0.384,Electronic
Zero 7,Out Of Town,37,0.0169,0.528,0.531,0.85,E,0.13,-10.072,Minor,0.0254,89.723,0.384,Electronic
Daft Punk,Something About Us,69,0.44,0.875,0.475,0.72,A,0.046,-12.673,Minor,0.0986,99.958,0.384,Electronic
Steve Wariner,Holes In The Floor Of Heaven,54,0.54,0.66,0.34,0,C#,0.0804,-10.113,Major,0.027,108.946,0.384,Country
empty_field,Holes In The Floor Of Heaven,54,0.54,0.66,0.34,0,C#,0.0804,-10.113,Major,0.027,108.946,0.384,Rock
Kelly Clarkson,Piece by Piece - Idol Version,57,0.904,0.562,0.252,0,C#,0.0838,-6.331,Major,0.0351,109.596,0.384,Rock
Romare,Come Close To Me,48,0.141,0.807,0.335,0.818,C#,0.0581,-10.661,Major,0.159,110.005,0.384,Jazz
Danielle Bradbery,Worth It,63,0.272,0.544,0.49,0,F,0.138,-4.627,Major,0.0322,115.02,0.384,Country
GoldLink,Unique,54,0.0572,0.804,0.823,0,B,0.418,-5.587,Minor,0.175,115.037,0.384,Rap
GoldLink,Unique,54,0.0572,0.804,0.823,0,B,0.418,-5.587,Minor,0.175,115.037,0.384,Hip-Hop
Joe Goddard,Home,43,0.0484,0.675,0.701,0.0002,A,0.362,-11.207,Minor,0.0529,117.488,0.384,Electronic
eli.,i’m sad,60,0.369,0.899,0.259,0.0741,F,0.103,-8.266,Major,0.0638,119.948,0.384,Rap
empty_field,Fire and Fury,42,0.0145,0.556,0.779,0,A,0.131,-3.537,Minor,0.0421,120,0.384,Alternative
Thievery Corporation,The Supreme Illusion featuring Gunjan,29,0.0878,0.425,0.805,0.955,G,0.16,-7.984,Major,0.0537,126.581,0.384,Electronic
AC Slater,Ring the Alarm,32,0.0467,0.907,0.664,0.0136,B,0.109,-7.984,Major,0.0495,126.992,0.384,Electronic
Merle Haggard,Yesterday's Wine,41,0.484,0.563,0.256,0,F,0.2,-12.766,Major,0.034,132.035,0.384,Country
Cream,N.S.U.,35,0.0152,0.355,0.547,0.0077,G,0.0928,-13.52,Minor,0.0451,134.031,0.384,Blues
Carl Orff,"Orff: Carmina Burana: Fortuna Imperatrix Mundi - I. ""O Fortuna""",25,0.951,0.252,0.047,0.354,D,0.203,-17.153,Minor,0.0334,140.662,0.384,Classical
Zomboy,Rotten,46,0.0281,0.62,0.997,0.0452,A,0.614,-1.278,Major,0.111,145.012,0.384,Electronic
$uicideBoy$,Nicotine Patches,67,0.0174,0.743,0.569,0.0007,C,0.264,-9.703,Minor,0.131,145.905,0.384,Hip-Hop
Pusha T,Sweet Serenade,50,0.0191,0.561,0.688,0.0019,G,0.377,-6.668,Major,0.397,149.567,0.384,Hip-Hop
Antonio Vivaldi,"The Four Seasons, Op. 8 L'inverno ""Winter"": I. Allegro non molto",33,0.802,0.447,0.221,0.486,F,0.332,-21.62,Minor,0.0605,152.825,0.384,Classical
LOCASH,Kissing a Girl,22,0.0999,0.485,0.732,0,C#,0.0782,-6.609,Major,0.057,163.851,0.384,Country
Nonsens,Heroes,48,0.0497,0.557,0.755,0,E,0.141,-6.944,Minor,0.146,169.896,0.384,Electronic
Shenandoah,The Moon Over Georgia,56,0.542,0.563,0.429,0,A,0.115,-9.918,Major,0.0235,89.338,0.385,Rock
John Conlee,Lady Lay Down,37,0.17,0.482,0.263,0,F,0.318,-14.881,Major,0.0273,90.305,0.385,Country
Big Gigantic,I've Gotta Know (feat. Jennifer Hartswick),32,0.0019,0.598,0.966,0.0148,D,0.563,-2.087,Minor,0.148,99.961,0.385,Electronic
Ozzy Osbourne,Mr. Crowley,63,0.0361,0.315,0.775,0.0173,D,0.428,-4.766,Minor,0.0378,108.115,0.385,Rock
Bad Company,Bad Company - Remastered Version,40,0.502,0.565,0.494,0.187,G#,0.0731,-10.008,Major,0.0306,114.113,0.385,Blues
Fuel,Shimmer - Single Version,65,0.0019,0.263,0.784,0,G,0.15,-6.514,Major,0.054,114.671,0.385,Rock
empty_field,Little Acorns,36,0.0189,0.517,0.509,0.014,C,0.145,-12.418,Major,0.102,114.971,0.385,Blues
Newsboys,The King Is Coming,45,0.0005,0.531,0.807,0,D,0.156,-6.181,Major,0.0346,127.024,0.385,Alternative
GTA,I Can’t Hold On,52,0.0031,0.715,0.758,0.107,E,0.345,-4.797,Minor,0.152,129.048,0.385,Electronic
blackbear,i miss the old u,74,0.31,0.716,0.812,0,G,0.551,-5.233,Major,0.344,133.047,0.385,Rap
Eric Clapton,"Old Love - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",49,0.3,0.584,0.444,0.119,C,0.979,-11.363,Major,0.0362,133.224,0.385,Blues
Smithfield,Still a Few,19,0.331,0.52,0.621,0,A,0.0877,-4.48,Major,0.0336,141.847,0.385,Country
Akira Kosemura,South Wind,38,0.893,0.652,0.358,0.0417,F#,0.11,-10.947,Minor,0.031,144.904,0.385,Classical
DJ Shadow,Napalm Brain / Scatter Brain - Medley,36,0.574,0.674,0.737,0.779,G#,0.32,-8.21,Major,0.064,146.389,0.385,Electronic
Dion Timmer,Berzerk,30,0.0018,0.594,0.873,0.0007,C#,0.106,-3.633,Major,0.212,149.93,0.385,Electronic
Robert Schumann,"Kinderszenen, Op. 15: I. Von fremden Ländern und Menschen",38,0.996,0.374,0.0053,0.912,G,0.0735,-35.546,Major,0.0533,69.813,0.386,Classical
empty_field,"Rinaldo, HWV 7a, Act II (Ed. G. Sechi): Esser non può che averno [Live]",0,0.969,0.615,0.153,0,B,0.852,-20.561,Minor,0.498,71.54,0.386,Classical
Aretha Franklin,Bridge over Troubled Water,58,0.755,0.498,0.302,0.0003,A#,0.0888,-12.529,Major,0.0329,77.999,0.386,Jazz
Aretha Franklin,Bridge over Troubled Water,49,0.755,0.498,0.302,0.0003,A#,0.0888,-12.529,Major,0.0329,77.999,0.386,Blues
Giuseppe Verdi,"Il Trovatore / Act 3: ""Di quella pira""",47,0.975,0.36,0.366,0.0023,C,0.375,-11.636,Major,0.0683,80.491,0.386,Classical
SahBabii,Pull Up Wit Ah Stick (feat. Loso Loaded),56,0.085,0.752,0.619,0,C#,0.107,-8.156,Major,0.0864,80.517,0.386,Hip-Hop
Kenny G,My Favorite Things,33,0.0988,0.496,0.441,0.154,F,0.107,-11.122,Minor,0.039,84.096,0.386,Jazz
Luigi Boccherini,"Quintet in E Major, Op.11, No.5, G.275: 3. Minuetto - (Ferris Bueller's Day Off)",37,0.922,0.434,0.0222,0.0004,A,0.123,-28.244,Major,0.0353,93.03,0.386,Classical
Joe Satriani,Dream Song,34,0.0066,0.6,0.662,0.902,G#,0.151,-6.74,Major,0.0292,93.992,0.386,Classical
George Harrison,All Things Must Pass,60,0.494,0.508,0.56,0.0061,A,0.106,-8.244,Major,0.0304,122.514,0.386,Rock
Jesús Adrián Romero,Me Dice Que Me Ama,60,0.405,0.69,0.482,0,G,0.152,-8.246,Major,0.0273,122.898,0.386,Rock
Jeremih,I Like,55,0.243,0.83,0.616,0,E,0.0477,-7.383,Minor,0.0499,123.965,0.386,Hip-Hop
Wolfgang Amadeus Mozart,"Piano Concerto No. 15 in B-Flat Major, K. 450: I. Allegro",20,0.96,0.419,0.223,0.906,A#,0.107,-15.666,Major,0.0326,128.757,0.386,Classical
Anders Osborne,Move Back To Mississippi,25,0.36,0.66,0.455,0.0062,D,0.0836,-9.687,Major,0.0392,134.618,0.386,Blues
Future,I'm so Groovy,63,0.0418,0.938,0.478,0.0088,C#,0.0801,-9.739,Major,0.265,138.059,0.386,Hip-Hop
Andy Griggs,She Thinks She Needs Me,44,0.0788,0.497,0.568,0,C,0.223,-7.67,Major,0.0285,138.107,0.386,Country
Alan Jackson,You Can Always Come Home,40,0.148,0.564,0.568,0.0073,E,0.184,-10.103,Major,0.0366,141.95,0.386,Country
Zeds Dead,Slow Down,36,0.25,0.551,0.705,0.0558,E,0.353,-8.051,Minor,0.0377,142.513,0.386,Electronic
In This Moment,Comanche,42,0.0005,0.563,0.963,0.0002,C,0.0656,-3.434,Major,0.148,143.993,0.386,Alternative
Silversun Pickups,Three Seed,52,0.0342,0.556,0.67,0.0214,B,0.376,-8.042,Minor,0.0354,146.467,0.386,Rock
Say My Name,Ooh,49,0.0147,0.59,0.965,0.163,E,0.12,-1.787,Major,0.0548,148.167,0.386,Electronic
Flux Pavilion,Emotional - MUST DIE! Remix,36,0.0051,0.409,0.931,0.0036,B,0.0801,-2.857,Minor,0.175,149.876,0.386,Electronic
FEATHERED SUN,How Strange - Nicola Cruz Remix,54,0.708,0.845,0.352,0.884,D,0.11,-13.821,Minor,0.15,153.033,0.386,Electronic
Jelly Roll,Bring It Back,48,0.142,0.8,0.691,0.0001,A,0.14,-7.064,Major,0.314,164.987,0.386,Rap
empty_field,Streamline,39,0.0006,0.477,0.862,0.586,F,0.288,-6.122,Major,0.0582,174.042,0.386,Electronic
Bluestaeb,Yap,46,0.445,0.763,0.504,0.926,B,0.11,-8.62,Major,0.304,176.852,0.386,Jazz
The Yardbirds,Over Under Sideways Down - The Mono Album,44,0.292,0.529,0.861,0.225,B,0.314,-10.581,Major,0.0784,96.52,0.387,Blues
Everclear,Santa Monica,66,0.156,0.491,0.942,0,G,0.367,-5.333,Major,0.132,100.446,0.387,Alternative
Everclear,Santa Monica,68,0.156,0.491,0.942,0,G,0.367,-5.333,Major,0.132,100.446,0.387,Rock
John Scofield,Can’t Dance,38,0.907,0.52,0.471,0.804,G,0.0979,-10.888,Major,0.047,101.185,0.387,Jazz
Faith No More,Falling to Pieces,47,0.0027,0.545,0.919,0.0051,D,0.0977,-7.679,Major,0.0484,104.366,0.387,Alternative
The Cab,Angel With A Shotgun,64,0.0049,0.539,0.848,0,B,0.272,-5.081,Minor,0.0521,124.045,0.387,Rock
Taryn Spilmann,My Cherrie Amour (Bossa Version),51,0.769,0.693,0.428,0.0002,E,0.15,-10.564,Minor,0.0302,124.999,0.387,Jazz
Ty Brasel,Meant For Me,47,0.0308,0.613,0.603,0,F#,0.375,-6.985,Minor,0.132,159.127,0.387,Hip-Hop
Herbie Hancock,Vein Melter,37,0.264,0.537,0.195,0.18,G,0.0974,-17.58,Major,0.0421,58.245,0.389,Jazz
Chris Botti,The Way You Look Tonight,27,0.773,0.4,0.19,0.923,G#,0.266,-16.798,Major,0.0369,75.845,0.389,Jazz
empty_field,Whose Fault (feat. Christian Scott aTunde Adjuah),57,0.115,0.615,0.774,0,G,0.107,-7.037,Minor,0.528,78.308,0.389,Hip-Hop
Arnold Schoenberg,Presto in C Major,40,0.929,0.41,0.0892,0.367,C,0.375,-20.308,Major,0.0551,78.749,0.389,Classical
The Arcs,Blessed & Burned,35,0.0437,0.355,0.631,0.0674,A,0.133,-10.352,Major,0.0726,87.72,0.389,Blues
Wolfgang Amadeus Mozart,"Mozart: Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",24,0.985,0.3,0.109,0.907,C,0.0598,-22.56,Major,0.0344,88.945,0.389,Classical
Big Scoob,Bi**h Please,51,0.0358,0.831,0.619,0,A#,0.0688,-7.163,Minor,0.325,94.068,0.389,Rap
Boney James,Innocence,32,0.0782,0.633,0.586,0.757,C,0.0617,-8.661,Minor,0.0255,97.022,0.389,Jazz
Rodrigo Gallardo,Ay Que Sera Del Sol - Original,55,0.0028,0.773,0.532,0.86,D,0.0449,-11.297,Major,0.0674,99.993,0.389,Electronic
empty_field,"Vivaldi: Violin Concerto in E Major, RV 269 ""La primavera"" (No. 1 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): I. Allegro",34,0.939,0.638,0.132,0.321,E,0.0751,-15.765,Major,0.0426,102.366,0.389,Classical
Gorillaz,Sleeping Powder,59,0.174,0.722,0.597,0.183,E,0.181,-5.964,Minor,0.0264,103.975,0.389,Hip-Hop
The Replacements,Androgynous,53,0.518,0.476,0.361,0,B,0.0817,-9.312,Major,0.0287,106.484,0.389,Country
Russ Freeman,Taos,30,0.53,0.636,0.609,0.593,E,0.0796,-12.331,Minor,0.0319,108.809,0.389,Jazz
Metric,Help I'm Alive,56,0.0081,0.565,0.877,0.0025,F,0.26,-4.561,Minor,0.0614,118.484,0.389,Alternative
Metric,Help I'm Alive,60,0.0081,0.565,0.877,0.0025,F,0.26,-4.561,Minor,0.0614,118.484,0.389,Rock
Drake,Shut It Down,56,0.414,0.584,0.445,0,C,0.158,-9.523,Major,0.0719,119.917,0.389,Rap
Drake,Shut It Down,56,0.414,0.584,0.445,0,C,0.158,-9.523,Major,0.0719,119.917,0.389,Hip-Hop
Steve Earle,L.A. Freeway,44,0.607,0.45,0.387,0.0003,A,0.12,-10.09,Major,0.0277,127.395,0.389,Country
Darius Rucker,It Won't Be Like This For Long,58,0.335,0.584,0.524,0,E,0.11,-6.001,Major,0.0287,143.863,0.389,Rock
Subtronics,Thermal Expansion,28,0.066,0.857,0.978,0.0712,D,0.108,0.6809999999999999,Major,0.374,145.031,0.389,Electronic
T. Rex,I Love To Boogie,33,0.026,0.621,0.804,0.0136,A,0.049,-10.753,Major,0.236,176.111,0.389,Blues
Billie Holiday,Big Stuff,42,0.933,0.618,0.264,0,A,0.0908,-9.692,Major,0.0407,79.738,0.39,Jazz
Jorma Kaukonen,How Long Blues - Early Show - Live,0,0.86,0.5,0.321,0.711,D,0.953,-12.796,Major,0.042,84.47,0.39,Blues
Bush,The Chemicals Between Us,49,0.0032,0.512,0.958,0.0403,G,0.295,-3.979,Major,0.16,97.715,0.39,Rock
Elvis Presley,Can't Help Falling in Love,78,0.953,0.428,0.244,0.0001,D,0.102,-15.447,Major,0.0269,100.495,0.39,Rock
Liquid Tension Experiment,Another Dimension,34,0.0037,0.3,0.902,0.862,A,0.109,-6.117,Major,0.0683,110.744,0.39,Classical
J. Roddy Walston & The Business,Burn Black,23,0.0408,0.497,0.794,0.342,E,0.114,-5.636,Major,0.0385,119.975,0.39,Blues
Interpol,Fine Mess,49,0.0016,0.451,0.935,0.579,D,0.42,-2.09,Major,0.076,128.918,0.39,Alternative
empty_field,Shopping,50,0.182,0.917,0.41,0,A,0.11,-12.848,Minor,0.192,129.923,0.39,Hip-Hop
John Prine,Angel from Montgomery,50,0.541,0.617,0.421,0.0023,C,0.125,-14.231,Major,0.0318,131.653,0.39,Alternative
John Prine,Angel From Montgomery,52,0.541,0.617,0.421,0.0023,C,0.125,-14.231,Major,0.0318,131.653,0.39,Rock
Peter Schmalfuss,"Walzer No. 1 for Piano in E-Flat Major, Op. 18",27,0.991,0.419,0.132,0.883,G#,0.0821,-22.437,Major,0.0457,134.067,0.39,Classical
George Duke,Born to Love You,44,0.431,0.485,0.63,0,A,0.235,-8.841,Major,0.0325,137.335,0.39,Jazz
Dillon Francis,Without You - Doctor P & Flux Pavilion Remix,28,0.0003,0.615,0.992,0.055,C,0.317,1.314,Major,0.045,140.013,0.39,Electronic
Evanescence,Weight Of The World,46,0.0009,0.266,0.949,0.0008,G#,0.131,-3.941,Major,0.132,140.145,0.39,Alternative
Willie Nelson,Help Me Make It Through the Night,41,0.794,0.59,0.216,0.0041,D,0.111,-13.796,Major,0.0355,141.453,0.39,Country
Phoebe Bridgers,Steamroller,51,0.887,0.48,0.225,0,A#,0.0899,-8.779,Major,0.0305,141.875,0.39,Rock
Alison Wonderland,Awake - KRANE Remix,41,0.0066,0.544,0.765,0.0003,G,0.171,-6.826,Minor,0.0401,142.017,0.39,Electronic
Eric Church,A Man Who Was Gonna Die Young,48,0.951,0.498,0.0969,0,B,0.105,-16.482,Major,0.0435,144.077,0.39,Country
Tyler Wood,Dad,45,0.0265,0.645,0.535,0,C#,0.14,-6.377,Major,0.0379,150.09,0.39,Country
Jez Dior,Long Sun,55,0.0712,0.599,0.629,0,G#,0.347,-7.493,Minor,0.349,151.732,0.39,Rap
Skillet,Forgiven,45,0.136,0.43,0.883,0,C,0.0967,-3.342,Major,0.0384,154.094,0.39,Alternative
Queen,Don't Stop Me Now - …revisited,65,0.0152,0.465,0.917,0.02,F,0.286,-6.331,Major,0.237,155.061,0.39,Rock
Johann Sebastian Bach,"Unaccompanied Cello Suite No. 2 in D Minor, BWV 1008: II. Allemande",40,0.973,0.21,0.028,0.903,D,0.113,-27.12,Minor,0.075,75.048,0.391,Classical
Lee Ann Womack,Last Call,45,0.797,0.568,0.602,0.0005,F#,0.0863,-6.951,Major,0.0322,79.985,0.391,Country
Melodiesinfonie,Clearwater,55,0.804,0.457,0.245,0.0255,E,0.0719,-11.878,Minor,0.0662,86.973,0.391,Jazz
In This Moment,Beast Within,42,0.0008,0.518,0.937,0,E,0.11,-4.002,Minor,0.114,90.01,0.391,Alternative
Kamasi Washington,Truth,46,0.0851,0.309,0.838,0.63,D,0.143,-8.134,Major,0.132,115.26,0.391,Jazz
Moby,Lift Me Up,38,0.0011,0.581,0.888,0.0012,G,0.155,-6.618,Major,0.0594,120.962,0.391,Electronic
Georges Bizet,Carmen Suite No.1: Prélude,39,0.95,0.322,0.427,0.92,D,0.352,-11.118,Minor,0.0329,124.802,0.391,Classical
Sonder,Baldwin Park,40,0.626,0.725,0.297,0.777,F,0.191,-11.694,Minor,0.05,125.008,0.391,Alternative
Stan Getz,Corcovado,62,0.935,0.517,0.0854,0.0076,C,0.284,-17.722,Major,0.0483,126.854,0.391,Jazz
A.R. Rahman,"The Humma Song (From ""OK Jaanu"")",55,0.0115,0.721,0.65,0.0001,C,0.34,-6.95,Minor,0.136,130.491,0.391,Hip-Hop
Playboi Carti,NO. 9,60,0.0097,0.885,0.607,0,C#,0.325,-7.642,Minor,0.386,137.881,0.391,Rap
Playboi Carti,NO. 9,60,0.0097,0.885,0.607,0,C#,0.325,-7.642,Minor,0.386,137.881,0.391,Hip-Hop
Lifehouse,You And Me,73,0.103,0.456,0.432,0,G,0.176,-7.682,Major,0.0266,139.909,0.391,Alternative
The Marcus King Band,Devil’s Land,33,0.0443,0.236,0.816,0.0272,D,0.0984,-5.199,Major,0.052,149.715,0.391,Blues
Kayzo,Wake Up,63,0.001,0.624,0.939,0.0056,G,0.131,-2.449,Major,0.071,160.014,0.391,Electronic
Joey Trap,Mr. Incredible,56,0.125,0.677,0.797,0,C#,0.17,-4.926,Major,0.193,160.025,0.391,Hip-Hop
Glen Campbell,Wichita Lineman - Remastered,61,0.326,0.192,0.392,0.0002,F,0.248,-11.667,Major,0.0328,172.312,0.391,Rock
A$AP Rocky,A$AP Forever REMIX,69,0.299,0.322,0.754,0,A#,0.136,-6.416,Minor,0.275,62.839,0.392,Hip-Hop
Jeezy,Lose My Mind,56,0.0632,0.705,0.75,0,C#,0.146,-4.558,Major,0.0522,77.817,0.392,Rap
Jeezy,Lose My Mind,56,0.0632,0.705,0.75,0,C#,0.146,-4.558,Major,0.0522,77.817,0.392,Hip-Hop
Lil Rob,Summer Nights,58,0.358,0.472,0.672,0,A#,0.108,-4.997,Minor,0.212,81.813,0.392,Hip-Hop
Alabama,Forty Hour Week (For a Livin'),45,0.193,0.637,0.487,0,E,0.14,-11.287,Major,0.0624,85.134,0.392,Country
Saba,LOGOUT,53,0.0102,0.787,0.382,0,C#,0.092,-9.983,Major,0.45,86.779,0.392,Alternative
Saba,LOGOUT,60,0.0102,0.787,0.382,0,C#,0.092,-9.983,Major,0.45,86.779,0.392,Rap
Liquid Stranger,Ignite,38,0.0325,0.758,0.763,0.0126,G,0.297,-7.577,Minor,0.297,89.852,0.392,Electronic
Robert Schumann,Kreisleriana Op.16: VIII. Schnell und spielend,35,0.991,0.362,0.0617,0.916,G,0.171,-24.588,Major,0.0379,93.635,0.392,Classical
The Cramps,Shortnin' Bread,29,0.439,0.445,0.97,0.0003,A,0.0824,-6.6,Major,0.103,95.898,0.392,Blues
Turnover,Bonnie (Rhythm & Melody),43,0.0068,0.614,0.653,0.0108,A,0.108,-7.817,Major,0.0278,109.995,0.392,Alternative
Sasha,Smokemonk - Yotto Remix,30,0.0008,0.701,0.708,0.932,D,0.0929,-12.639,Major,0.0528,123.992,0.392,Electronic
Grizfolk,Interlude,0,0.799,0.519,0.264,0.0003,C,0.313,-18.289,Major,0.0554,124.719,0.392,Alternative
Adam Jensen,The Mystic,60,0.356,0.557,0.721,0,E,0.146,-5.134,Minor,0.0416,125.324,0.392,Alternative
Adam Jensen,The Mystic,64,0.356,0.557,0.721,0,E,0.146,-5.134,Minor,0.0416,125.324,0.392,Rock
Odetta,"Don't Think Twice, It's All Right",34,0.728,0.779,0.216,0.0006,D,0.0969,-13.175,Major,0.043,125.831,0.392,Blues
Fatboy Slim,Love Island,26,0.113,0.76,0.988,0.838,C,0.195,-7.328,Major,0.0868,126.677,0.392,Electronic
Modeselektor,Who - Single Version,52,0.0442,0.76,0.91,0.0066,G,0.108,-8.472,Major,0.0484,142.982,0.392,Electronic
Ghostemane,Venom,67,0.0332,0.909,0.573,0.0163,F,0.657,-6.856,Major,0.181,144.946,0.392,Hip-Hop
